datetime,player1_name,player1_rank,player2_name,player2_rank,match_status,player1_full_time_score,player2_full_time_score,full_time_duration,set1_player1_score,set1_player2_score,set1_player1_tiebreak,set1_player2_tiebreak,set1_duration,set2_player1_score,set2_player2_score,set2_player1_tiebreak,set2_player2_tiebreak,set2_duration,set3_player1_score,set3_player2_score,set3_player1_tiebreak,set3_player2_tiebreak,set3_duration,set4_player1_score,set4_player2_score,set4_player1_tiebreak,set4_player2_tiebreak,set4_duration,set5_player1_score,set5_player2_score,set5_player1_tiebreak,set5_player2_tiebreak,set5_duration,set1_player1_aces,set1_player2_aces,set1_player1_double_faults,set1_player2_double_faults,set1_player1_1st_serve_percentage,set1_player2_1st_serve_percentage,set1_player1_1st_serve_points_won,set1_player2_1st_serve_points_won,set1_player1_2nd_serve_points_won,set1_player2_2nd_serve_points_won,set1_player1_break_points_saved,set1_player2_break_points_saved,set1_player1_1st_return_points_won,set1_player2_1st_return_points_won,set1_player1_2nd_return_points_won,set1_player2_2nd_return_points_won,set1_player1_break_points_converted,set1_player2_break_points_converted,set1_player1_winners,set1_player2_winners,set1_player1_unforced_errors,set1_player2_unforced_errors,set1_player1_net_points_won,set1_player2_net_points_won,set1_player1_max_points_in_row,set1_player2_max_points_in_row,set1_player1_service_points_won,set1_player2_service_points_won,set1_player1_return_points_won,set1_player2_return_points_won,set1_player1_total_points_won,set1_player2_total_points_won,set1_player1_max_games_in_row,set1_player2_max_games_in_row,set1_player1_service_games_won,set1_player2_service_games_won,set1_player1_return_games_won,set1_player2_return_games_won,set1_player1_total_games_won,set1_player2_total_games_won,set1_player1_distance_covered_meters,set1_player2_distance_covered_meters,set2_player1_aces,set2_player2_aces,set2_player1_double_faults,set2_player2_double_faults,set2_player1_1st_serve_percentage,set2_player2_1st_serve_percentage,set2_player1_1st_serve_points_won,set2_player2_1st_serve_points_won,set2_player1_2nd_serve_points_won,set2_player2_2nd_serve_points_won,set2_player1_break_points_saved,set2_player2_break_points_saved,set2_player1_1st_return_points_won,set2_player2_1st_return_points_won,set2_player1_2nd_return_points_won,set2_player2_2nd_return_points_won,set2_player1_break_points_converted,set2_player2_break_points_converted,set2_player1_winners,set2_player2_winners,set2_player1_unforced_errors,set2_player2_unforced_errors,set2_player1_net_points_won,set2_player2_net_points_won,set2_player1_max_points_in_row,set2_player2_max_points_in_row,set2_player1_service_points_won,set2_player2_service_points_won,set2_player1_return_points_won,set2_player2_return_points_won,set2_player1_total_points_won,set2_player2_total_points_won,set2_player1_max_games_in_row,set2_player2_max_games_in_row,set2_player1_service_games_won,set2_player2_service_games_won,set2_player1_return_games_won,set2_player2_return_games_won,set2_player1_total_games_won,set2_player2_total_games_won,set2_player1_distance_covered_meters,set2_player2_distance_covered_meters,set3_player1_aces,set3_player2_aces,set3_player1_double_faults,set3_player2_double_faults,set3_player1_1st_serve_percentage,set3_player2_1st_serve_percentage,set3_player1_1st_serve_points_won,set3_player2_1st_serve_points_won,set3_player1_2nd_serve_points_won,set3_player2_2nd_serve_points_won,set3_player1_break_points_saved,set3_player2_break_points_saved,set3_player1_1st_return_points_won,set3_player2_1st_return_points_won,set3_player1_2nd_return_points_won,set3_player2_2nd_return_points_won,set3_player1_break_points_converted,set3_player2_break_points_converted,set3_player1_winners,set3_player2_winners,set3_player1_unforced_errors,set3_player2_unforced_errors,set3_player1_net_points_won,set3_player2_net_points_won,set3_player1_max_points_in_row,set3_player2_max_points_in_row,set3_player1_service_points_won,set3_player2_service_points_won,set3_player1_return_points_won,set3_player2_return_points_won,set3_player1_total_points_won,set3_player2_total_points_won,set3_player1_max_games_in_row,set3_player2_max_games_in_row,set3_player1_service_games_won,set3_player2_service_games_won,set3_player1_return_games_won,set3_player2_return_games_won,set3_player1_total_games_won,set3_player2_total_games_won,set3_player1_distance_covered_meters,set3_player2_distance_covered_meters,set4_player1_aces,set4_player2_aces,set4_player1_double_faults,set4_player2_double_faults,set4_player1_1st_serve_percentage,set4_player2_1st_serve_percentage,set4_player1_1st_serve_points_won,set4_player2_1st_serve_points_won,set4_player1_2nd_serve_points_won,set4_player2_2nd_serve_points_won,set4_player1_break_points_saved,set4_player2_break_points_saved,set4_player1_1st_return_points_won,set4_player2_1st_return_points_won,set4_player1_2nd_return_points_won,set4_player2_2nd_return_points_won,set4_player1_break_points_converted,set4_player2_break_points_converted,set4_player1_winners,set4_player2_winners,set4_player1_unforced_errors,set4_player2_unforced_errors,set4_player1_net_points_won,set4_player2_net_points_won,set4_player1_max_points_in_row,set4_player2_max_points_in_row,set4_player1_service_points_won,set4_player2_service_points_won,set4_player1_return_points_won,set4_player2_return_points_won,set4_player1_total_points_won,set4_player2_total_points_won,set4_player1_max_games_in_row,set4_player2_max_games_in_row,set4_player1_service_games_won,set4_player2_service_games_won,set4_player1_return_games_won,set4_player2_return_games_won,set4_player1_total_games_won,set4_player2_total_games_won,set4_player1_distance_covered_meters,set4_player2_distance_covered_meters,set5_player1_aces,set5_player2_aces,set5_player1_double_faults,set5_player2_double_faults,set5_player1_1st_serve_percentage,set5_player2_1st_serve_percentage,set5_player1_1st_serve_points_won,set5_player2_1st_serve_points_won,set5_player1_2nd_serve_points_won,set5_player2_2nd_serve_points_won,set5_player1_break_points_saved,set5_player2_break_points_saved,set5_player1_1st_return_points_won,set5_player2_1st_return_points_won,set5_player1_2nd_return_points_won,set5_player2_2nd_return_points_won,set5_player1_break_points_converted,set5_player2_break_points_converted,set5_player1_winners,set5_player2_winners,set5_player1_unforced_errors,set5_player2_unforced_errors,set5_player1_net_points_won,set5_player2_net_points_won,set5_player1_max_points_in_row,set5_player2_max_points_in_row,set5_player1_service_points_won,set5_player2_service_points_won,set5_player1_return_points_won,set5_player2_return_points_won,set5_player1_total_points_won,set5_player2_total_points_won,set5_player1_max_games_in_row,set5_player2_max_games_in_row,set5_player1_service_games_won,set5_player2_service_games_won,set5_player1_return_games_won,set5_player2_return_games_won,set5_player1_total_games_won,set5_player2_total_games_won,set5_player1_distance_covered_meters,set5_player2_distance_covered_meters
"2020-11-04 09:45:00","Nadal R.",2,"Lopez F.",64,Finished,2,1,2:31,4,6,0,0,0:40,7,6,7,5,1:06,6,4,0,0,0:45,0,0,0,0,,0,0,0,0,,4,8,2,1,63,48,13/17,14/15,5/10,8/16,1/2,1/1,1/15,4/17,7/16,3/10,0/1,1/2,0,0,0,0,,,0,0,18/27,22/31,9/31,9/27,27/58,31/58,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,9,8,0,4,71,50,23/24,22/27,7/10,15/27,0/0,5/5,5/27,1/24,8/27,3/10,0/5,0/0,0,0,0,0,,,0,0,30/34,37/54,17/54,4/34,47/88,41/88,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,3,6,1,2,53,68,15/16,12/17,7/14,4/8,2/2,0/1,5/17,1/16,2/8,6/14,1/1,0/2,0,0,0,0,,,0,0,22/30,16/25,9/25,8/30,31/55,24/55,0,0,5/5,4/5,1/5,0/5,6/10,4/10,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 09:00:00","Coria F.",91,"Bonzi B.",165,Finished,0,2,0:57,2,6,0,0,0:32,1,6,0,0,0:25,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,2,1,0,57,50,8/12,11/13,2/9,7/13,0/2,1/1,2/13,4/12,6/13,6/9,0/1,2/2,0,0,0,0,,,0,0,10/21,18/26,8/26,11/21,18/47,29/47,0,0,2/4,4/4,0/4,2/4,2/8,6/8,,,0,6,1,1,20,55,1/3,11/12,6/12,6/10,1/3,0/0,1/12,2/3,3/10,5/12,0/0,2/3,0,0,0,0,,,0,0,7/15,17/22,5/22,8/15,12/37,25/37,0,0,1/3,4/4,0/4,2/3,1/7,6/7,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-01 02:10:00","Gombos N.",88,"Albot R.",93,Finished,2,1,2:37,7,5,0,0,0:50,4,6,0,0,0:55,6,4,0,0,0:52,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 03:40:00","Cuevas P.",67,"Gombos N.",88,Finished,0,2,1:12,4,6,0,0,0:32,4,6,0,0,0:40,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 06:15:00","Delbonis F.",82,"Martin A.",101,Finished,2,1,2:34,7,6,7,5,0:57,3,6,0,0,0:31,7,6,7,1,1:06,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-01 02:05:00","Djere L.",57,"Giron M.",73,Finished,0,2,1:54,6,7,5,7,0:57,6,7,3,7,0:57,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 02:10:00","Hurkacz H.",34,"Albot R.",93,Finished,1,2,2:16,5,7,0,0,0:44,7,6,7,5,0:53,4,6,0,0,0:39,0,0,0,0,,0,0,0,0,,8,1,3,1,67,69,21/26,19/25,4/13,9/11,7/8,1/1,6/25,5/26,1/11,6/13,0/1,1/8,0,0,0,0,,,0,0,25/39,28/36,8/36,14/39,33/75,42/75,0,0,5/6,6/6,0/6,1/6,5/12,7/12,,,10,1,2,2,67,66,23/28,16/25,4/14,8/13,3/4,0/1,9/25,5/28,3/13,8/14,1/1,1/4,0,0,0,0,,,0,0,27/42,24/38,14/38,15/42,41/80,39/80,0,0,5/6,5/6,1/6,1/6,6/12,6/12,,,3,0,1,0,67,60,13/20,12/15,3/10,6/10,1/3,2/3,3/15,7/20,4/10,6/10,1/3,2/3,0,0,0,0,,,0,0,16/30,18/25,7/25,14/30,23/55,32/55,0,0,3/5,4/5,1/5,2/5,4/10,6/10,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-01 07:10:00","Cecchinato M.",80,"Coria F.",91,Finished,2,0,1:15,7,6,7,2,0:51,6,2,0,0,0:24,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-04 03:40:00","Schwartzman D.",9,"Gasquet R.",47,Finished,2,0,1:25,7,5,0,0,0:53,6,3,0,0,0:32,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,4,0,2,67,67,17/22,20/29,6/11,5/14,3/4,2/4,9/29,5/22,7/14,5/11,2/4,1/4,0,0,0,0,,,0,0,23/33,25/43,18/43,10/33,41/76,35/76,0,0,5/6,4/6,2/6,1/6,7/12,5/12,,,3,2,0,1,73,58,15/16,10/14,5/6,5/10,0/0,1/2,4/14,1/16,4/10,1/6,1/2,0/0,0,0,0,0,,,0,0,20/22,15/24,9/24,2/22,29/46,17/46,0,0,5/5,3/4,1/4,0/5,6/9,3/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 05:05:00","Sonego L.",33,"Bublik A.",50,Finished,2,0,1:00,6,1,0,0,0:28,6,4,0,0,0:32,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,2,63,59,14/19,5/10,7/11,3/7,2/2,1/3,5/10,5/19,2/7,4/11,2/3,0/2,0,0,0,0,,,0,0,21/30,8/17,9/17,9/30,30/47,17/47,0,0,4/4,1/3,2/3,0/4,6/7,1/7,,,1,2,1,2,52,50,9/11,8/13,8/10,5/13,0/1,1/3,5/13,2/11,6/13,1/10,2/3,1/1,0,0,0,0,,,0,0,17/21,13/26,13/26,4/21,30/47,17/47,0,0,4/5,3/5,2/5,1/5,6/10,4/10,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-06 06:40:00","Raonic M.",14,"Humbert U.",30,Finished,2,1,2:20,6,3,0,0,0:39,3,6,0,0,0:31,7,6,9,7,1:10,0,0,0,0,,0,0,0,0,,9,2,1,1,66,76,15/19,13/22,7/10,4/7,2/2,5/6,9/22,4/19,2/7,2/10,1/6,0/2,0,0,0,0,,,0,0,22/29,17/29,12/29,7/29,34/58,24/58,0,0,5/5,3/4,1/4,0/5,6/9,3/9,,,5,4,1,0,84,78,12/16,15/18,1/3,5/5,0/1,0/0,3/18,4/16,0/5,1/3,0/0,1/1,0,0,0,0,,,0,0,13/19,20/23,3/23,6/19,16/42,26/42,0,0,3/4,5/5,0/5,1/4,3/9,6/9,,,11,3,2,0,72,63,23/28,23/31,7/11,10/18,3/3,4/4,8/31,5/28,8/18,2/11,0/4,0/3,0,0,0,0,,,0,0,30/39,33/49,16/49,9/39,46/88,42/88,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-04 03:45:00","Nishioka Y.",56,"Mannarino A.",35,Finished,1,2,2:48,3,6,0,0,0:48,7,6,7,5,1:15,3,6,0,0,0:45,0,0,0,0,,0,0,0,0,,1,4,0,0,42,56,8/14,15/18,10/19,7/14,4/5,3/3,3/18,6/14,7/14,9/19,0/3,1/5,0,0,0,0,,,0,0,18/33,22/32,10/32,15/33,28/65,37/65,0,0,3/4,5/5,0/5,1/4,3/9,6/9,,,1,3,1,1,69,64,24/40,22/28,10/18,5/16,4/5,2/3,6/28,16/40,10/16,7/18,1/3,1/5,0,0,0,0,,,0,0,34/58,27/44,17/44,24/58,51/102,51/102,0,0,5/6,5/6,1/6,1/6,6/12,6/12,,,2,2,0,2,66,60,14/19,16/18,2/10,5/12,2/3,1/1,2/18,5/19,5/12,8/10,0/1,1/3,0,0,0,0,,,0,0,16/29,21/30,9/30,13/29,25/59,34/59,0,0,3/4,5/5,0/5,1/4,3/9,6/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 09:40:00","Auger-Aliassime F.",21,"Cilic M.",42,Finished,1,2,2:25,0,6,0,0,0:31,6,3,0,0,1:03,3,6,0,0,0:51,0,0,0,0,,0,0,0,0,,0,3,2,0,38,65,2/8,9/11,5/13,4/6,1/4,0/0,2/11,6/8,2/6,6/13,0/0,3/4,0,0,0,0,,,0,0,7/21,13/17,4/17,14/21,11/38,27/38,0,0,0/3,3/3,0/3,3/3,0/6,6/6,,,4,3,2,2,63,57,14/20,14/25,5/12,9/19,3/4,6/8,11/25,6/20,8/19,5/12,2/8,1/4,0,0,0,0,,,0,0,19/32,23/44,21/44,13/32,40/76,36/76,0,0,4/5,2/4,2/4,1/5,6/9,3/9,,,4,8,0,2,69,68,12/20,19/23,5/9,4/11,4/5,1/1,4/23,8/20,5/11,4/9,0/1,1/5,0,0,0,0,,,0,0,17/29,23/34,11/34,12/29,28/63,35/63,0,0,3/4,5/5,0/5,1/4,3/9,6/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 05:55:00","Cecchinato M.",80,"Gombos N.",88,Finished,0,2,1:21,2,6,0,0,0:29,6,7,2,7,0:52,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,3,0,2,59,63,11/16,14/15,4/11,4/9,1/3,1/1,1/15,5/16,3/9,7/11,0/1,2/3,0,0,0,0,,,0,0,15/27,18/24,6/24,12/27,21/51,30/51,0,0,2/4,4/4,0/4,2/4,2/8,6/8,,,5,6,3,3,66,42,23/33,12/14,7/17,13/19,5/6,0/1,2/14,10/33,3/19,7/17,1/1,1/6,0,0,0,0,,,0,0,30/50,25/33,8/33,20/50,38/83,45/83,0,0,5/6,5/6,1/6,1/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-05 13:45:00","Wawrinka S.",18,"Rublev A.",8,Finished,2,1,1:43,1,6,0,0,0:33,6,4,0,0,0:36,6,3,0,0,0:34,0,0,0,0,,0,0,0,0,,5,2,2,2,69,48,12/22,9/11,3/10,7/12,1/4,1/1,2/11,10/22,3/12,5/10,0/1,3/4,0,0,0,0,,,0,0,15/32,16/23,7/23,17/32,22/55,33/55,0,0,1/4,3/3,0/3,3/4,1/7,6/7,,,4,3,0,0,78,59,17/21,12/16,4/6,6/11,2/2,0/1,4/16,4/21,5/11,2/6,1/1,0/2,0,0,0,0,,,0,0,21/27,18/27,9/27,6/27,30/54,24/54,0,0,5/5,4/5,1/5,0/5,6/10,4/10,,,3,5,0,2,48,81,7/10,14/22,9/11,2/5,0/0,1/3,8/22,3/10,1/5,2/11,2/3,0/0,0,0,0,0,,,0,0,16/21,16/27,11/27,5/21,27/48,21/48,0,0,4/4,3/5,2/5,0/4,6/9,3/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-06 09:40:00","Nadal R.",2,"Carreno-Busta P.",16,Finished,2,1,2:15,4,6,0,0,0:42,7,5,0,0,1:00,6,1,0,0,0:33,0,0,0,0,,0,0,0,0,,1,1,1,0,65,80,15/20,16/20,6/11,4/5,1/2,0/0,4/20,5/20,1/5,4/11,0/0,1/2,0,0,0,0,,,0,0,21/31,20/25,5/25,10/31,26/56,30/56,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,5,2,0,0,67,76,19/22,23/34,6/11,5/11,3/3,2/3,11/34,3/22,6/11,5/11,1/3,0/3,0,0,0,0,,,0,0,25/33,28/45,17/45,8/33,42/78,36/78,0,0,6/6,5/6,1/6,0/6,7/12,5/12,,,1,1,1,0,50,64,8/10,7/14,8/10,2/8,0/0,2/4,7/14,2/10,6/8,1/10,2/4,0/0,0,0,0,0,,,0,0,16/20,9/22,13/22,4/20,29/42,13/42,0,0,4/4,1/3,2/3,0/4,6/7,1/7,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-04 05:25:00","Herbert P.",83,"Raonic M.",14,Finished,0,2,1:32,4,6,0,0,0:41,4,6,0,0,0:51,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,5,1,0,66,64,13/19,15/16,6/10,5/9,0/1,0/0,1/16,6/19,4/9,3/10,0/0,1/1,0,0,0,0,,,0,0,19/29,20/25,5/25,10/29,24/54,30/54,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,1,6,2,2,50,68,12/19,16/19,10/19,5/9,4/5,1/1,3/19,7/19,2/9,7/19,0/1,1/5,0,0,0,0,,,0,0,22/38,21/28,7/28,16/38,29/66,37/66,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 12:30:00","Carreno-Busta P.",16,"Gaston H.",162,Finished,2,0,1:10,6,3,0,0,0:33,6,2,0,0,0:37,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,0,0,0,72,67,15/23,9/14,3/9,2/7,1/2,2/4,5/14,8/23,5/7,6/9,2/4,1/2,0,0,0,0,,,0,0,18/32,11/21,10/21,14/32,28/53,25/53,0,0,4/5,2/4,2/4,1/5,6/9,3/9,,,3,2,1,2,71,62,15/20,11/18,4/8,3/11,0/0,7/9,7/18,5/20,6/11,3/8,2/9,0/0,0,0,0,0,,,0,0,19/28,14/29,15/29,9/28,34/57,23/57,0,0,4/4,2/4,2/4,0/4,6/8,2/8,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 02:05:00","Nishioka Y.",56,"Andujar-Alba P.",60,Finished,2,1,2:16,5,7,0,0,0:48,6,4,0,0,0:50,6,2,0,0,0:38,0,0,0,0,,0,0,0,0,,3,1,2,2,74,59,20/26,16/20,2/9,9/14,1/2,1/1,4/20,6/26,3/14,5/9,0/1,1/2,0,0,0,0,,,0,0,22/35,25/34,9/34,13/35,31/69,38/69,0,0,5/6,6/6,0/6,1/6,5/12,7/12,,,1,0,0,4,72,62,17/23,14/18,5/9,2/11,1/2,4/6,4/18,6/23,5/11,4/9,2/6,1/2,0,0,0,0,,,0,0,22/32,16/29,13/29,10/32,35/61,26/61,0,0,4/5,3/5,2/5,1/5,6/10,4/10,,,2,0,0,3,43,75,8/9,11/18,8/12,2/6,0/0,3/5,7/18,1/9,1/6,4/12,2/5,0/0,0,0,0,0,,,0,0,16/21,13/24,11/24,5/21,27/45,18/45,0,0,4/4,2/4,2/4,0/4,6/8,2/8,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-05 03:45:00","Giron M.",73,"Raonic M.",14,Finished,0,2,1:23,6,7,1,7,0:49,2,6,0,0,0:34,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,9,0,0,60,64,18/24,18/21,9/16,10/12,3/3,0/0,3/21,6/24,2/12,7/16,0/0,0/3,0,0,0,0,,,0,0,27/40,28/33,5/33,13/40,32/73,41/73,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,1,8,1,1,69,65,14/22,12/13,2/10,4/7,2/4,0/0,1/13,8/22,3/7,8/10,0/0,2/4,0,0,0,0,,,0,0,16/32,16/20,4/20,16/32,20/52,32/52,0,0,2/4,4/4,0/4,2/4,2/8,6/8,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 04:20:00","Caruso S.",76,"Moutet C.",77,Finished,1,2,2:33,6,3,0,0,0:37,6,7,2,7,1:21,3,6,0,0,0:35,0,0,0,0,,0,0,0,0,,3,1,1,0,61,75,12/17,11/18,7/11,2/6,2/3,2/4,7/18,5/17,4/6,3/11,2/4,1/3,0,0,0,0,,,0,0,19/28,13/24,11/24,9/28,30/52,22/52,0,0,4/5,2/4,2/4,1/5,6/9,3/9,,,1,0,1,2,68,65,19/27,27/37,8/13,11/20,1/1,7/7,10/37,8/27,7/20,4/13,0/7,0/1,0,0,0,0,,,0,0,27/40,38/57,19/57,13/40,46/97,51/97,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,1,0,0,1,64,86,8/16,13/18,3/9,1/3,1/4,0/1,5/18,8/16,1/3,6/9,1/1,3/4,0,0,0,0,,,0,0,11/25,14/21,7/21,14/25,18/46,28/46,0,0,2/5,3/4,1/4,3/5,3/9,6/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
